path,type,size_bytes,lines,package,runtime_or_dev,imports_in_count,imports_out_count,public_symbols,entrypoint,dynamic_reference_risk,side_effect_on_import,network_access,filesystem_write,starts_thread_or_process,qt_dependency,tests_covering_file,responsibility,current_status,proposed_action,destination,confidence,evidence
TerraLab/cli/__init__.py,python,52,1,TerraLab.cli,runtime,1,0,,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/cli/test_entrypoints.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_offscreen_functional_regressions.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_worker_data_sources.py,Supported command-line adapters for TerraLab.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/cli/calibrate_sqm.py,python,2135,74,TerraLab.cli,runtime,0,1,CalibrationResult;build_parser;main;run,terralab-calibrate-sqm,false,false,false,false,false,false,tests/cli/test_entrypoints.py,SQM calibration command.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/cli/dvnl_convolve.py,python,1900,66,TerraLab.cli,runtime,0,2,build_parser;main;run,terralab-dvnl-convolve,false,false,false,false,false,false,tests/cli/test_entrypoints.py,DVNL convolution command.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/cli/dvnl_preprocess.py,python,1124,40,TerraLab.cli,runtime,0,1,build_parser;main;run,terralab-dvnl-preprocess,false,false,false,false,false,false,tests/cli/test_entrypoints.py,DVNL preprocessing command.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/cli/gaia.py,python,2691,82,TerraLab.cli,runtime,1,2,build_parser;main;run,terralab-gaia,false,false,true,false,false,false,tests/cli/test_entrypoints.py;tests/data/test_gaia_process_pipeline.py;tests/test_gaia_manifest_resolution.py;tests/test_offscreen_functional_regressions.py,Gaia tiled-catalog download command.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/cli/predict_sqm_raster.py,python,1388,49,TerraLab.cli,runtime,0,1,build_parser;main;run,terralab-predict-sqm,false,false,false,false,false,false,tests/cli/test_entrypoints.py,SQM raster prediction command.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/cli/query_elevation.py,python,3704,114,TerraLab.cli,runtime,0,2,build_parser;main;run,terralab-query-elevation,false,false,false,false,false,false,tests/cli/test_entrypoints.py;tests/terrain/test_elevation_query.py,Command-line adapter for point elevation queries.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 1 broad exception handlers.
TerraLab/common/README.md,documentation,1904,26,TerraLab.common,runtime,0,0,,,false,false,false,false,false,false,,TerraLab common runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/__init__.py,python,0,0,TerraLab.common,runtime,0,0,,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/architecture/test_import_safety.py;tests/common/test_cache.py;tests/common/test_cancellation.py;tests/common/test_exception_reporting.py;tests/common/test_performance_budget.py;tests/data/test_gaia_process_pipeline.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_config.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_data_library.py;tests/test_data_sources.py;tests/test_deprecated_registry.py;tests/test_design_system.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_morell_puig_den_cama.py;tests/test_offscreen_functional_regressions.py;tests/test_onboarding_dem_autolocation.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_worker_data_sources.py,TerraLab common runtime.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/common/app_paths.py,python,3863,145,TerraLab.common,runtime,17,1,app_root;cache_dir;config_dir;config_path;constellations_path;data_dir;data_source_catalog_path;ensure_runtime_layout;ephemeris_path;migrate_legacy_config;runtime_layout;tmp_dir;weather_cache_path,,true,false,false,true,false,false,tests/test_data_sources.py,Runtime path helpers for TerraLab user data and caches.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 1 broad exception handlers.
TerraLab/common/cache.py,python,2101,68,TerraLab.common,runtime,4,0,ByteLRU,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/architecture/test_import_safety.py;tests/common/test_cache.py;tests/terrain/test_tile_index.py;tests/test_geospatial_providers.py;tests/test_s2glc_land_cover.py;tests/test_surface_lod_cache.py;tests/test_terrain_surface_render.py;tests/test_tile_cache_load_safety.py;tests/test_worker_data_sources.py,"Thread-safe, byte-bounded runtime caches.",active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/cancellation.py,python,1358,49,TerraLab.common,runtime,4,0,CancelledGeneration;GenerationController;GenerationToken,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/architecture/test_import_safety.py;tests/common/test_cancellation.py;tests/data/test_gaia_process_pipeline.py,Cooperative last-request-wins cancellation primitives.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/custom_widget_base.py,python,36886,996,TerraLab.common,runtime,2,2,CustomWidgetBase;ThemeLifecycleService;WindowInteractionService;WindowStateService;darken_color;get_contrast_color;lighten_color,,true,false,false,false,false,true,,"Classe base per a tots els widgets personalitzats de l'escriptori. Proporciona funcionalitats comunes com arrossegar, redimensionar i controls de finestra. Aquesta implementació incorpora suport de tematització. Els colors i estils de la in",oversized,SPLIT,,0.90,Productive module has 996 lines (>800 target). 6 broad exception handlers.
TerraLab/common/data_library.py,python,25578,647,TerraLab.common,runtime,14,0,DataLibrary;DataLibraryError;DataLibraryMigrationCancelled;DataLibraryNotConfigured;MigrationReport;application_state_root;configured_data_root;data_location_pointer_path;platform_state_base,,true,false,false,true,false,false,tests/test_assets_manager_data_sources.py;tests/test_copernicus_asset_integration.py;tests/test_data_library.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py,"User-selected TerraLab data library and migration helpers. Application preferences remain in the platform state directory. Scientific datasets, generated indexes, caches, downloads and their catalogue live below the library root selected by",compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/common/deprecation_registry.py,python,1460,51,TerraLab.common,runtime,2,0,emit_deprecation_warning;read_registry;registry_file_path,,false,false,false,false,false,false,tests/architecture/test_import_safety.py;tests/test_deprecated_registry.py,"Read-only deprecation metadata and standard warnings. The runtime never creates or mutates the registry. Architectural history is a versioned documentation concern, so the JSON file lives under ``docs`` and is validated by tests.",compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/common/design_tokens.py,python,1700,58,TerraLab.common,runtime,3,0,TerraLabPalette;onboarding_widget_theme,,false,false,false,false,false,false,tests/test_design_system.py,Tokens visuals compartits del llenguatge cinematogràfic de TerraLab.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/exception_reporting.py,python,568,19,TerraLab.common,runtime,51,0,log_suppressed_exception,,false,false,false,false,false,false,tests/common/test_exception_reporting.py,Observable handling for deliberately non-fatal runtime failures.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/locks.py,python,255,6,TerraLab.common,runtime,7,0,,,false,false,false,false,false,false,,TerraLab common runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/perf_events.py,python,1145,38,TerraLab.common,runtime,7,2,append_perf_event;perf_log_path,,false,false,false,true,false,false,,TerraLab common runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 1 broad exception handlers.
TerraLab/common/performance/README.md,documentation,358,10,TerraLab.common,runtime,0,0,,,false,false,false,false,false,false,,TerraLab common runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/performance/__init__.py,python,153,5,TerraLab.common,runtime,0,0,,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/common/test_performance_budget.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_offscreen_functional_regressions.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_worker_data_sources.py,"Runtime performance policy. Consumers import from the cohesive leaf modules instead of a catch-all facade: ``budget``, ``flags`` and ``memory``.",active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/common/performance/budget.py,python,1315,43,TerraLab.common,runtime,11,1,PerformanceBudget,,false,false,false,false,false,false,tests/common/test_performance_budget.py,Central memory and batch-size budgets.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/performance/flags.py,python,1182,37,TerraLab.common,runtime,12,0,PerformanceFlags,,false,false,false,false,false,false,tests/common/test_performance_budget.py;tests/data/test_gaia_process_pipeline.py;tests/test_geospatial_providers.py;tests/test_terrain_surface_render.py,Environment-selected performance backend switches.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/performance/memory.py,python,3877,109,TerraLab.common,runtime,6,0,physical_memory_bytes;process_memory_bytes,,false,false,false,false,false,false,tests/test_copernicus_orthophoto.py;tests/test_offscreen_functional_regressions.py,Portable physical and process memory measurements.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/timestamped_print.py,python,1377,57,TerraLab.common,runtime,1,0,enable_timestamped_print,,false,false,false,false,false,false,,TerraLab common runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/common/utils.py,python,9398,297,TerraLab.common,runtime,41,2,getTraduction;get_base_dir;get_config_value;get_language;load_custom_font;resource_path;set_config_value;set_language,,true,false,false,true,false,true,tests/test_config.py;tests/test_morell_puig_den_cama.py;tests/test_onboarding_dem_autolocation.py,TerraLab common runtime.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 8 broad exception handlers.
TerraLab/config.py,python,4422,153,TerraLab,runtime,5,5,ConfigManager,,true,false,false,false,false,false,tests/test_astro_rendering.py;tests/test_compact_control_layout.py;tests/test_config.py;tests/test_copernicus_asset_integration.py;tests/test_data_library.py;tests/test_onboarding_first_run.py;tests/test_qt_lifecycle.py;tests/test_terrain_render_pipeline.py;tests/test_terrain_surface_render.py,TerraLab config.py runtime.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/data/README.md,documentation,369,10,TerraLab.data,runtime,0,0,,,false,false,false,false,false,false,,TerraLab data runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/data/__init__.py,python,0,0,TerraLab.data,runtime,3,0,,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/data/test_gaia_process_pipeline.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_milky_way.py;tests/test_offscreen_functional_regressions.py;tests/test_onboarding_dem_autolocation.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_star_data_coordinator.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_tile_manifest.py;tests/test_worker_data_sources.py,TerraLab data runtime.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/data/assets/README.md,documentation,504,12,TerraLab.data,runtime,0,0,,,false,false,false,false,false,false,,TerraLab data runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/data/assets/__init__.py,python,417,15,TerraLab.data,runtime,1,0,,,true,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_offscreen_functional_regressions.py;tests/test_onboarding_dem_autolocation.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_worker_data_sources.py,Focused data asset management responsibilities.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/data/assets/discovery.py,python,19506,468,TerraLab.data,runtime,1,4,AssetDiscoveryMixin,,false,false,true,true,false,false,,Discovery and registration of local or external datasets.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 2 broad exception handlers.
TerraLab/data/assets/downloads.py,python,17834,460,TerraLab.data,runtime,0,3,AssetDownloadMixin,,true,false,true,true,false,false,tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_s2glc_download.py,Network download orchestration for supported datasets.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 2 broad exception handlers.
TerraLab/data/assets/installation.py,python,18417,416,TerraLab.data,runtime,0,7,AssetInstallMixin,,true,false,false,true,false,false,,Explicit installation and import of user-provided assets.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 3 broad exception handlers.
TerraLab/data/assets/registry.py,python,24170,575,TerraLab.data,runtime,1,7,AssetRegistryMixin,,true,false,true,true,false,false,tests/test_data_layers_ui_contract.py;tests/test_data_sources.py;tests/test_surface_lod_cache.py;tests/test_surface_mode_switch.py;tests/test_worker_data_sources.py,"Asset catalogue, manifest state, and removal operations.",compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 1 broad exception handlers.
TerraLab/data/assets/runtime.py,python,5364,182,TerraLab.data,runtime,6,6,AssetOperationCancelled;AssetRemovalPreview;AssetRemovalReport;AssetSpec;build_gaia_catalog_spawned;convert_milkyway_fits_to_png;convert_planck_fits_to_cache;copernicus_manager_class;set_asset_config,,true,false,true,false,false,false,tests/architecture/test_import_safety.py;tests/test_assets_manager_data_sources.py;tests/test_data_layers_ui_contract.py;tests/test_offscreen_functional_regressions.py;tests/test_recovered_sky_features.py;tests/test_runtime_process_isolation.py,"Asset manager for per-layer onboarding, downloads and imports.",active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 1 broad exception handlers.
TerraLab/data/assets/validation.py,python,20925,564,TerraLab.data,runtime,0,8,AssetValidationMixin,,true,false,false,true,false,false,tests/test_copernicus_orthophoto.py,Validation and metadata inspection for managed assets.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 9 broad exception handlers.
TerraLab/data/assets_manager.py,python,1135,44,TerraLab.data,runtime,10,5,AssetManager,,true,false,false,false,false,false,tests/test_assets_manager_data_sources.py;tests/test_copernicus_asset_integration.py;tests/test_onboarding_dem_autolocation.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py,Canonical data-library asset manager.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/data/catalogs/README.md,documentation,300,7,TerraLab.data,runtime,0,0,,,false,false,false,false,false,false,,TerraLab data runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
